"","iteration","id","price","zip_code","location"
"135",5,"3210728403","$34,900","60649","South Shore, Chicago, IL"
"136",5,"3000039658","$30,000","60621","Englewood, Chicago, IL"
"137",5,"3168917161","$269,900","60634","Belmont Central, Chicago, IL"
"138",5,"3269691002","$425,000","60646","Jefferson Park, Chicago, IL"
"139",5,"3269575034","$150,000","60653","Grand Boulevard, Chicago, IL"
"140",5,"3240595805","$367,500","60643","Beverly, Chicago, IL"
"141",5,"3211374599","$41,400","60643","West Pullman, Chicago, IL"
"142",5,"3269552517","$60,000","60623","Little Village, Chicago, IL"
"143",5,"3199557517","$109,900","60652","Ashburn, Chicago, IL"
"144",5,"3269739525","$30,000","60628","West Pullman, Chicago, IL"
"145",5,"3229116035","$94,900","60632","Brighton Park, Chicago, IL"
"146",5,"3269505097","$78,900","60652","Ashburn, Chicago, IL"
"147",5,"1040571780","$449,000","60618","Irving Park, Chicago, IL"
"148",5,"3213217327","$85,000","60643","Washington Heights - Brainerd, Chicago, IL"
"149",5,"1041716594","$139,900","60629","Chicago Lawn, Chicago, IL"
"150",5,"3008204603","$165,000","60638","Clearing, Chicago, IL"
"151",6,"3269749038","$275,000","60630","Jefferson Park, Chicago, IL"
"152",6,"3269836589","$51,300","60651","Austin, Chicago, IL"
"153",6,"3269507030","$104,500","60639","Austin, Chicago, IL"
"154",6,"3269861289","$269,900","60634","Portage Park, Chicago, IL"
"155",6,"3198467129","$230,847","60634","Dunning, Chicago, IL"
"156",6,"1079164908","$165,000","60638","Clearing, Chicago, IL"
"157",6,"3238707034","$285,000","60617","South Chicago, Chicago, IL"
"158",6,"3269626643","$174,900","60655","Mount Greenwood, Chicago, IL"
"159",6,"3134731120","$242,000","60638","Garfield Ridge, Chicago, IL"
"160",6,"3141429837","$87,000","60643","Morgan Park, Chicago, IL"
"161",6,"3269597221","$260,000","60641","Irving Park, Chicago, IL"
"162",6,"3269714136","$220,000","60707","Galewood, Chicago, IL"
"163",6,"3269643642","$299,900","60656","Norwood Park, Chicago, IL"
"164",6,"3058327431","$209,000","60630","Irving Park, Chicago, IL"
"165",6,"1071165238","$2,090,000","60618","North Center, Chicago, IL"
"166",6,"3092388622","$109,000","60617","South Chicago, Chicago, IL"
"167",6,"3170790332","$49,900","60644","Austin, Chicago, IL"
"168",6,"3269702146","$50,000","60621","Englewood, Chicago, IL"
"169",6,"3211568944","$57,000","60628","Roseland, Chicago, IL"
"170",6,"3269588726","$55,000","60624","Humboldt Park, Chicago, IL"
"171",6,"3269530253","$339,500","60630","Portage Park, Chicago, IL"
"172",6,"3269820841","$589,000","60616","Douglas, Chicago, IL"
"173",6,"3269592373","$159,000","60643","Morgan Park, Chicago, IL"
"174",6,"3269365550","$449,500","60646","Forest Glen, Chicago, IL"
"175",6,"3269856932","$539,900","60608","Bridgeport, Chicago, IL"
"176",6,"3269718538","$389,000","60630","Portage Park, Chicago, IL"
"177",6,"3087075591","$389,900","60618","Avondale, Chicago, IL"
"178",6,"3269673298","$103,164","60629","Chicago Lawn, Chicago, IL"
"179",6,"3269710653","$75,000","60643","West Pullman, Chicago, IL"
"180",6,"3269995075","$296,000","60634","Portage Park, Chicago, IL"
"181",7,"3269431922","$207,900","60634","Belmont Central, Chicago, IL"
"182",7,"3269444070","$99,999","60620","Roseland, Chicago, IL"
"183",7,"3269328817","$2,200,000","60615","Kenwood, Chicago, IL"
"184",7,"3269453508","$349,900","60641","Cragin, Chicago, IL"
"185",7,"3269690975","$275,000","60634","Dunning, Chicago, IL"
"186",7,"1064061840","$965,000","60622","Wicker Park, Chicago, IL"
"187",7,"1077159450","$175,000","60655","Mount Greenwood, Chicago, IL"
"188",7,"3077978422","$320,000","60631","Norwood Park, Chicago, IL"
"189",7,"3160897053","$450,000","60654","Near North Side, Chicago, IL"
"190",7,"3269744100","$485,000","60618","Avondale, Chicago, IL"
"191",7,"3215642521","$299,990","60707","Montclare, Chicago, IL"
"192",7,"3071004344","$39,900","60636","West Englewood, Chicago, IL"
"193",7,"3269864487","$750,000","60643","Beverly, Chicago, IL"
"194",7,"3269291714","$389,900","60631","Norwood Park, Chicago, IL"
"195",7,"1092175523","$319,000","60638","Clearing, Chicago, IL"
"196",7,"3235746829","$285,000","60643","Beverly, Chicago, IL"
"197",7,"1086471584","$725,000","60647","Bucktown, Chicago, IL"
"198",7,"3269556543","$199,000","60643","Beverly, Chicago, IL"
"199",7,"3269288138","$1,699,000","60625","Ravenswood, Chicago, IL"
"200",7,"3269569233","$397,500","60655","Mount Greenwood, Chicago, IL"
"201",7,"3163468028","$299,900","60631","Norwood Park, Chicago, IL"
"202",7,"3269879178","$725,000","60605","Near South Side, Chicago, IL"
"203",7,"1045224408","$260,000","60625","Albany Park, Chicago, IL"
"204",7,"3269753191","$100,000","60620","Auburn Gresham, Chicago, IL"
"205",7,"3269300296","$239,900","60631","Norwood Park, Chicago, IL"
"206",7,"3269327390","$109,900","60629","Chicago Lawn, Chicago, IL"
"207",7,"3269367524","$849,900","60618","Irving Park, Chicago, IL"
"208",7,"3010956475","$83,000","60644","Austin, Chicago, IL"
"209",7,"3269812102","$89,900","60649","South Shore, Chicago, IL"
"210",7,"3269907585","$64,900","60628","Roseland, Chicago, IL"
"211",8,"3238683056","$498,900","60655","Mount Greenwood, Chicago, IL"
"212",8,"3269856919","$105,000","60628","West Pullman, Chicago, IL"
"213",8,"3269869757","$264,900","60645","West Rogers Park, Chicago, IL"
"214",8,"1079638669","$950,000","60614","DePaul, Chicago, IL"
"215",8,"3269788669","$415,000","60605","Near South Side, Chicago, IL"
"216",8,"3269930860","$119,900","60617","South Deering, Chicago, IL"
"217",8,"3269530183","$335,000","60656","Norwood Park, Chicago, IL"
"218",8,"3269631561","$349,900","60655","Mount Greenwood, Chicago, IL"
"219",8,"3269643475","$270,000","60643","Beverly, Chicago, IL"
"220",8,"3068577571","$179,900","60637","Woodlawn, Chicago, IL"
"221",8,"3242148577","$360,000","60618","Irving Park, Chicago, IL"
"222",8,"3269690114","$95,000","60643","Washington Heights - Brainerd, Chicago, IL"
"223",8,"28906729","$69,000","60617","South Chicago, Chicago, IL"
"224",8,"3015872734","$140,000","60652","Ashburn, Chicago, IL"
"225",8,"3087594133","$179,000","60655","Mount Greenwood, Chicago, IL"
"226",8,"3039983349","$265,000","60608","Pilsen, Chicago, IL"
"227",8,"3106664162","$549,000","60618","Avondale, Chicago, IL"
"228",8,"3150597130","$249,500","60632","Archer Heights, Chicago, IL"
"229",8,"3192626771","$219,900","60629","Chicago Lawn, Chicago, IL"
"230",8,"3269693592","$899,900","60625","Albany Park, Chicago, IL"
"231",8,"3269704140","$380,000","60655","Mount Greenwood, Chicago, IL"
"232",8,"3269789994","$965,000","60625","Albany Park, Chicago, IL"
"233",8,"3269847398","$1,295,000","60614","Lincoln Park, Chicago, IL"
"234",8,"1053889193","$159,900","60652","Scottsdale, Chicago, IL"
"235",8,"1083470626","$309,900","60631","Norwood Park, Chicago, IL"
"236",8,"3043773530","$349,900","60631","Norwood Park, Chicago, IL"
"237",8,"3096330330","$285,000","60634","Dunning, Chicago, IL"
"238",8,"3130597048","$309,000","60646","Norwood Park, Chicago, IL"
"239",8,"3148605121","$225,000","60638","Clearing, Chicago, IL"
"240",8,"3160776069","$107,900","60643","Morgan Park, Chicago, IL"
"241",9,"3207146183","$87,200","60628","West Pullman, Chicago, IL"
"242",9,"3207170823","$219,900","60638","Garfield Ridge, Chicago, IL"
"243",9,"3228748184","$299,900","60641","Portage Park, Chicago, IL"
"244",9,"3242573601","$229,000","60638","Garfield Ridge, Chicago, IL"
"245",9,"3245400211","$117,924","60629","Chicago Lawn, Chicago, IL"
"246",9,"3269716041","$249,900","60655","Morgan Park, Chicago, IL"
"247",9,"3269777297","$118,340","60619","Greater Grand Crossing, Chicago, IL"
"248",9,"3269808582","$259,900","60646","Norwood Park, Chicago, IL"
"249",9,"3269820879","$209,900","60638","Chicago, IL"
"250",9,"3269876389","$208,900","60638","Garfield Ridge, Chicago, IL"
"251",9,"3269911110","$199,900","60638","Garfield Ridge, Chicago, IL"
"252",9,"3269926364","$299,999","60631","Edison Park, Chicago, IL"
"253",9,"3269969009","$499,000","60618","Irving Park, Chicago, IL"
"254",9,"3269970188","$99,900","60617","Jeffrey Manor, Chicago, IL"
"255",9,"3269986504","$289,900","60631","Norwood Park, Chicago, IL"
"256",9,"3269992207","$365,000","60631","Edison Park, Chicago, IL"
"257",9,"3269998563","$129,900","60620","Englewood, Chicago, IL"
"258",9,"38566975","$195,000","60632","Garfield Ridge, Chicago, IL"
"259",9,"3269894882","$172,270","60643","Washington Heights - Brainerd, Chicago, IL"
"260",9,"3118750042","$219,900","60632","Archer Heights, Chicago, IL"
"261",9,"3269743984","$549,900","60646","Forest Glen, Chicago, IL"
"262",9,"1033201105","$359,900","60641","Portage Park, Chicago, IL"
"263",9,"1087414377","$599,900","60647","Bucktown, Chicago, IL"
"264",9,"3080430278","$194,900","60652","Ashburn, Chicago, IL"
"265",9,"3210048602","$625,000","60610","Near North Side, Chicago, IL"
"266",9,"3269838941","$189,000","60652","Scottsdale, Chicago, IL"
"267",9,"3269939731","$364,000","60641","Irving Park, Chicago, IL"
"268",9,"3242406605","$145,000","60649","South Shore, Chicago, IL"
"269",9,"3262918055","$499,900","60625","Lincoln Square, Chicago, IL"
"270",9,"1084838587","$154,000","60620","Chatham, Chicago, IL"
"271",10,"1033126432","$49,600","60619","Greater Grand Crossing, Chicago, IL"
"272",10,"3261032554","$229,900","60605","Loop, Chicago, IL"
"273",10,"3237987290","$135,200","60634","Portage Park, Chicago, IL"
"274",10,"3229147175","$13,556","60609","New City, Chicago, IL"
"275",10,"3225394772","$49,500","60620","Auburn Gresham, Chicago, IL"
"276",10,"3233012337","$39,900","60620","Auburn Gresham, Chicago, IL"
"277",10,"3269010558","$239,000","60641","Portage Park, Chicago, IL"
"278",10,"3165332721","$172,900","60620","Washington Heights - Brainerd, Chicago, IL"
"279",10,"3260958892","$34,000","60643","Morgan Park, Chicago, IL"
"280",10,"1067828793","$37,100","60609","New City, Chicago, IL"
"281",10,"3261617404","$83,200","60629","Chicago Lawn, Chicago, IL"
"282",10,"3262672035","$228,000","60608","Pilsen, Chicago, IL"
"283",10,"3124456312","$310,000","60646","Norwood Park, Chicago, IL"
"284",10,"3188359135","$140,000","60655","Beverly, Chicago, IL"
"285",10,"3242772353","$45,000","60649","South Shore, Chicago, IL"
"286",10,"3221630067","$49,900","60643","Washington Heights - Brainerd, Chicago, IL"
"287",10,"3214730719","$194,900","60630","Portage Park, Chicago, IL"
"288",10,"1071842170","$76,000","60651","Austin, Chicago, IL"
"289",10,"3001605022","$90,000","60617","Avalon Park, Chicago, IL"
"290",10,"3225259067","$13,000,000","60614","Lincoln Park, Chicago, IL"
"291",10,"3207274803","$148,900","60620","Auburn Gresham, Chicago, IL"
"292",10,"3215501542","$35,400","60620","Auburn Gresham, Chicago, IL"
"293",10,"1088484961","$89,900","60617","South Chicago, Chicago, IL"
"294",10,"1030824473","$2,995,000","60613","Chicago, IL"
"295",10,"3269164182","$83,900","60652","Ashburn, Chicago, IL"
"296",10,"3262649409","$32,000","60620","Auburn Gresham, Chicago, IL"
"297",10,"3269029145","$36,000","60651","Humboldt Park, Chicago, IL"
"298",10,"3174037870","$51,000","60643","Morgan Park, Chicago, IL"
"299",10,"3261818530","$115,000","60620","Washington Heights - Brainerd, Chicago, IL"
"300",10,"3261242934","$449,900","60618","Avondale, Chicago, IL"
"301",11,"3208537594","$61,000","60629","Chicago Lawn, Chicago, IL"
"302",11,"3260964674","$49,900","60644","Austin, Chicago, IL"
"303",11,"1045502138","$139,900","60707","Galewood, Chicago, IL"
"304",11,"3057724525","$164,900","60638","Clearing, Chicago, IL"
"305",11,"1043271130","$375,000","60643","Beverly, Chicago, IL"
"306",11,"3244222367","$649,900","60615","Kenwood, Chicago, IL"
"307",11,"3261781563","$6,250,000","60614","Lincoln Park, Chicago, IL"
"308",11,"3156341291","$54,000","60620","Auburn Gresham, Chicago, IL"
"309",11,"3261437379","$34,500","60644","Austin, Chicago, IL"
"310",11,"3019486343","$479,900","60618","Ravenswood, Chicago, IL"
"311",11,"3002814034","$319,000","60634","Belmont Central, Chicago, IL"
"312",11,"3210791347","$279,900","60643","Morgan Park, Chicago, IL"
"313",11,"3207764602","$78,000","60643","Morgan Park, Chicago, IL"
"314",11,"3206029678","$49,500","60619","Greater Grand Crossing, Chicago, IL"
"315",11,"3262167418","$139,000","60608","Bridgeport, Chicago, IL"
"316",11,"1039644485","$46,000","60620","Washington Heights - Brainerd, Chicago, IL"
"317",11,"3262912199","$33,000","60608","Little Village, Chicago, IL"
"318",11,"3190640015","$92,700","60652","Ashburn, Chicago, IL"
"319",11,"3195468907","$148,000","60659","West Rogers Park, Chicago, IL"
"320",11,"3215551858","$139,900","60652","Ashburn, Chicago, IL"
"321",11,"3269161081","$249,000","60647","Humboldt Park, Chicago, IL"
"322",11,"3261096583","$230,000","60632","Brighton Park, Chicago, IL"
"323",11,"3206151717","$31,200","60629","Chicago Lawn, Chicago, IL"
"324",11,"3261083972","$749,000","60614","Lincoln Park, Chicago, IL"
"325",11,"3261748191","$289,000","60631","Edison Park, Chicago, IL"
"326",11,"3263059617","$49,000","60619","Chatham, Chicago, IL"
"327",11,"3256675918","$166,650","60707","Galewood, Chicago, IL"
"328",11,"3261478821","$215,000","60641","Portage Park, Chicago, IL"
"329",11,"3262185094","$384,900","60646","Norwood Park, Chicago, IL"
"330",11,"3262942465","$216,600","60656","Norwood Park, Chicago, IL"
"331",12,"43339725","$239,900","60652","Scottsdale, Chicago, IL"
"332",12,"3222984111","$140,000","60707","Montclare, Chicago, IL"
"333",12,"3244046988","$35,000","60643","West Pullman, Chicago, IL"
"334",12,"3094843856","$599,999","60655","Mount Greenwood, Chicago, IL"
"335",12,"3268992750","$1,350,000","60613","Chicago, IL"
"336",12,"3134764934","$1,800,000","60657","Chicago, IL"
"337",12,"19881029","$690,000","60614","DePaul, Chicago, IL"
"338",12,"3261231122","$244,200","60643","Beverly, Chicago, IL"
"339",12,"3268860303","$345,000","60659","West Rogers Park, Chicago, IL"
"340",12,"3162736195","$424,500","60618","Avondale, Chicago, IL"
"341",12,"3261310059","$30,000","60636","West Englewood, Chicago, IL"
"342",12,"3232818489","$50,000","60620","Auburn Gresham, Chicago, IL"
"343",12,"36028862","$29,900","60628","Pullman, Chicago, IL"
"344",12,"3268724917","$42,400","60617","South Chicago, Chicago, IL"
"345",12,"3261092937","$43,500","60628","West Pullman, Chicago, IL"
"346",12,"3261237695","$239,507","60656","Norwood Park, Chicago, IL"
"347",12,"3268650584","$569,000","60647","Logan Square, Chicago, IL"
"348",12,"3189257348","$100,000","60632","Gage Park, Chicago, IL"
"349",12,"3174118662","$199,900","60655","Mount Greenwood, Chicago, IL"
"350",12,"1079021170","$205,000","60652","Scottsdale, Chicago, IL"
"351",12,"3261632787","$339,000","60647","Humboldt Park, Chicago, IL"
"352",12,"3269206517","$519,900","60655","Beverly, Chicago, IL"
"353",12,"3269145839","$35,000","60628","West Pullman, Chicago, IL"
"354",12,"1069485231","$169,999","60653","Kenwood, Chicago, IL"
"355",12,"3262198620","$99,900","60652","Ashburn, Chicago, IL"
"356",12,"3261195101","$134,900","60652","Ashburn, Chicago, IL"
"357",12,"3199028247","$379,000","60631","Edison Park, Chicago, IL"
"358",12,"3216008902","$45,000","60639","Austin, Chicago, IL"
"359",12,"3269212970","$408,000","60631","Norwood Park, Chicago, IL"
"360",12,"3262649705","$1,075,000","60642","Goose Island, Chicago, IL"
"361",13,"3221077562","$710,000","60641","Irving Park, Chicago, IL"
"362",13,"3261982921","$535,000","60625","North Park, Chicago, IL"
"363",13,"3261020013","$72,500","60617","East Side, Chicago, IL"
"364",13,"3268646845","$45,000","60629","Chicago Lawn, Chicago, IL"
"365",13,"3209458744","$34,500","60619","Greater Grand Crossing, Chicago, IL"
"366",13,"1081487063","$184,900","60629","Chicago Lawn, Chicago, IL"
"367",13,"3261054534","$275,000","60641","Portage Park, Chicago, IL"
"368",13,"3261091277","$205,000","60707","Montclare, Chicago, IL"
"369",13,"3229901587","$39,999","60612","East Garfield Park, Chicago, IL"
"370",13,"3268776966","$60,000","60629","Chicago Lawn, Chicago, IL"
"371",13,"3268948737","$89,900","60619","Chatham, Chicago, IL"
"372",13,"3132377575","$67,000","60643","Morgan Park, Chicago, IL"
"373",13,"3067175646","$549,900","60607","University Village, Chicago, IL"
"374",13,"3262980810","$269,900","60634","Dunning, Chicago, IL"
"375",13,"3269037405","$494,900","60655","Mount Greenwood, Chicago, IL"
"376",13,"3268992896","$349,900","60611","Near North Side, Chicago, IL"
"377",13,"3261057925","$145,000","60629","Chicago Lawn, Chicago, IL"
"378",13,"3261336956","$35,000","60636","West Englewood, Chicago, IL"
"379",13,"3070511307","$160,000","60629","West Lawn, Chicago, IL"
"380",13,"3261252863","$102,000","60617","Avalon Park, Chicago, IL"
"381",13,"3261870320","$294,000","60646","Jefferson Park, Chicago, IL"
"382",13,"3220698619","$190,000","60617","Avalon Park, Chicago, IL"
"383",13,"3154104335","$1,850,000","60637","Hyde Park, Chicago, IL"
"384",13,"3236752456","$174,900","60638","Chicago, IL"
"385",13,"3156491634","$350,000","60625","Albany Park, Chicago, IL"
"386",13,"1079492824","$239,900","60651","Austin, Chicago, IL"
"387",13,"3260938438","$190,000","60634","Belmont Central, Chicago, IL"
"388",13,"3261678799","$269,000","60630","Jefferson Park, Chicago, IL"
"389",13,"42340577","$115,900","60639","Belmont Central, Chicago, IL"
"390",13,"3204172526","$39,900","60624","North Lawndale, Chicago, IL"
"391",14,"3049933450","$559,000","60615","Hyde Park, Chicago, IL"
"392",14,"1086783731","$769,900","60647","Bucktown, Chicago, IL"
"393",14,"3262804630","$467,500","60646","Forest Glen, Chicago, IL"
"394",14,"3233195263","$189,000","60638","Garfield Ridge, Chicago, IL"
"395",14,"3173968953","$115,000","60643","Washington Heights - Brainerd, Chicago, IL"
"396",14,"3207259844","$169,000","60638","Clearing, Chicago, IL"
"397",14,"3268798919","$199,900","60638","Garfield Ridge, Chicago, IL"
"398",14,"3207299727","$254,900","60634","Portage Park, Chicago, IL"
"399",14,"3261013446","$199,000","60639","Austin, Chicago, IL"
"400",14,"3268824816","$179,900","60655","Mount Greenwood, Chicago, IL"
"401",14,"3268642558","$260,000","60631","Norwood Park, Chicago, IL"
"402",14,"3262895364","$335,000","60646","Norwood Park, Chicago, IL"
"403",14,"3094156065","$299,900","60641","Portage Park, Chicago, IL"
"404",14,"3241755009","$165,000","60643","Beverly, Chicago, IL"
